"","election","province","electoral_district_circonscripti","candidate_candidat","media_mentions","quality","donations","amount","transfers","spending","limit","excluded","readsecond","order_of_precedence","bill__1_","passed","votes_obtained_votes_obtenus","current_vote","previous_vote","majority_majoritÈ","majority_percentage_pourcentage_","winner","liberal_","con","ndp","bq","other","gender","female","province0","prov","years_served","parliaments","former_minister","switcher","exminister","partyswitcher","area","pop_per_km2","population_2006","_65_or_over","average_people_in_households","first_language_spoken_english","first_language_spoken_french","english_and_french","neither_english_nor_french","citizens","non_citizens","non_immigrants","immigrants","unemployment_rate","self_employed","no_high_school","high_school","high_school0","high_school1","doctorate","median_income","average_income","median_family_income","average_family_income","date_of_intro","before_ind","__","after_ind","__0","before_corp","__1","after_corp","__2","before_union","__3","after_union","__4","before_transfer","__5","after_transfer","__6","dist1","match","news_treated_3_months_before","news_treated_day_of","news_treated_10_days_after","news_treated_3_months_after","news_control_3_months_before","news_control_day_of","news_control_10_days_after","news_control_3_months_after","match_donations_3_months_before_","match_donations_3_months_before0","match_donations_3_months_after_a","match_donations_3_months_after_n","gov","govpassed","govorder","motion","y2006","introbill","intromotion","place_on_paper","check","senate","test","newplace","id","optout","p2p","govp2p","transfersshare","donationsshare","share"
"226",2006,"SK","Blackstrap","Lynne Yelich ** Conservative/Conservateur",79,0,224,53098.46,12150,60110.7109375,75917.17,0,0,0,0,0,19430,47.9900016784668,41.4799995422363,7054,17.3999996185303,1,0,1,0,0,0,"Female",1,"SK","11",6,2,"No","No",0,0,11157,6.83633613586426,76273,15.9033994674683,2.29999995231628,98.288330078125,1.32024145126343,0.126053214073181,0.265375167131424,97.6781234741211,2.32187867164612,92.4458999633789,7.55410099029541,4.09999990463257,7.62392997741699,5.3033185005188,12.4814805984497,9.81343364715576,2.07806158065796,0.943977534770966,26673,36836,67351,85450,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.719799041748,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,88,0,0,"Lynne Yelich ** Conservative/Conservateur",205,163,0,0,0,0.160042846697262,0.160042846697262,0.320085693394525
"227",2006,"ON","Oakville","M. A. Bonnie Brown ** Liberal/LibÈral",50,1,107,32575,37076.45,66553.6015625,81142.4,0,0,0,0,0,25892,43.3499984741211,52.0099983215332,744,NA,1,1,0,0,0,0,"Female",1,"ON","8",13,4,"No","No",0,0,83,1370.04821777344,113714,13.5779237747192,2.79999995231628,96.7589492797852,1.64260172843933,0.618183434009552,0.980262279510498,93.0101089477539,6.98988819122314,70.0388031005859,29.9611930847168,5.30000019073486,7.46170234680176,3.35930490493774,10.9924898147583,13.2525463104248,4.60805177688599,0.562815487384796,34260,59780,104338,147905,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5992650985718,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,88,0,0,"M. A. Bonnie Brown ** Liberal/LibÈral",182,164,0,0,0,0.456930655243128,0.456930655243128,0.913861310486256
"228",2008,"ON","Oakville","M.A. Bonnie  Brown",123,1,77,24765,58981.87,68042.359375,88184.16,0,0,0,0,0,20428,37,43.3499984741211,NA,1.20000004768372,0,1,0,0,0,0,"Female",1,"ON","8",15,5,"No","No",0,0,83,1370.04821777344,113714,13.5779237747192,2.79999995231628,96.7589492797852,1.64260172843933,0.618183434009552,0.980262279510498,93.0101089477539,6.98988819122314,70.0388031005859,29.9611930847168,5.30000019073486,7.46170234680176,3.35930490493774,10.9924898147583,13.2525463104248,4.60805177688599,0.562815487384796,34260,59780,104338,147905,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.245304107666,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,234,0,0,"M.A. Bonnie  Brown",234,164,0,0,0,0.668848804592571,0.668848804592571,1
"229",2006,"QC","Saint-Lambert","Maka Kotto ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",48,0,19,3497.76,31666,45479.890625,77306.1,0,0,1,0,0,20949,45.2999992370605,48.8400001525879,10172,NA,1,0,0,0,1,0,"Male",0,"QC","10",2,1,"No","No",0,0,27,3501.5185546875,94541,16.3421154022217,2.09999990463257,14.885537147522,80.6803588867188,3.61574673652649,0.818356871604919,94.9558715820312,5.04412937164307,84.9481430053711,15.0518569946289,7.40000009536743,5.31515407562256,9.34515190124512,11.0110960006714,8.54126739501953,3.13091683387756,0.433674275875092,25021,33750,58017,74377,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9777317047119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,1,82,82,0,"Maka Kotto ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",82,165,0,1,0,0.40961838716479,0.40961838716479,0.819236774329581
"230",2008,"QC","Abitibi--TÈmiscamingue","Marc  Lemay",19,0,0,0,101405.69,96091.09375,101466.3,0,0,1,1,0,20929,47.9000015258789,52.3400001525879,NA,NA,1,0,0,0,1,0,"Male",0,"QC","10",4,2,"No","No",0,0,41530,2.47519874572754,102795,12.2184934616089,2.29999995231628,3.78418326377869,95.8265609741211,0.335057884454727,0.054200541228056,99.6353759765625,0.364621818065643,98.786979675293,1.21301770210266,9.60000038146973,4.53815841674805,14.6116056442261,10.807918548584,4.66462373733521,0.768519878387451,0.116737194359303,22948,29607,56240,64635,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2823486328125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,96,96,0,"Marc  Lemay",96,166,0,1,0,0.999402658813813,0.999402658813813,1
"231",2006,"QC","Megantic L'Erable","Marc Boulianne ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",50,0,66,11813.02,12646,48632.26171875,75376.62,0,0,0,0,0,15410,32.6199989318848,44.7400016784668,NA,17.2000007629395,0,0,0,0,1,0,"Male",0,"QC","10",2,1,"No","No",0,0,5912,14.7290258407593,87078,16.1579265594482,2.29999995231628,1.10532784461975,98.5028381347656,0.257324993610382,0.134510785341263,99.4852905273438,0.514710187911987,98.4898147583008,1.51018500328064,6.69999980926514,7.19469881057739,14.0735893249512,11.2887296676636,3.54280066490173,0.591423809528351,0.0803876966238022,21013,25640,49106,56835,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3209342956543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,1,88,0,0,"Marc Boulianne ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",89,167,0,0,0,0.167770855206827,0.167770855206827,0.335541710413653
"232",2006,"ON","Ottawa--OrlÈans","Marc Godbout ** Liberal/LibÈral",27,0,55,19808.22,47540,70611.28125,81716.78,0,0,0,0,0,24224,39.0800018310547,44.9900016784668,NA,2,0,1,0,0,0,0,"Male",0,"ON","8",2,1,"No","No",0,0,138,796.739135742188,109950,7.34879493713379,2.90000009536743,65.3397598266602,32.5436172485352,1.69880628585815,0.417814522981644,97.5343246459961,2.46567797660828,85.3122711181641,14.6877298355103,5,4.78854036331177,3.53797173500061,13.1923599243164,12.1873579025269,4.43383359909058,0.773078680038452,38392,45332,98201,107777,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8496322631836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,88,0,0,"Marc Godbout ** Liberal/LibÈral",196,168,0,0,0,0.581765458697712,0.581765458697712,1
"233",2006,"QC","Abitibi--TÈmiscamingue","Marc Lemay ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",5,0,2,9785.49,75761,82585.4921875,94666.84,0,0,0,0,0,24637,52.3400001525879,57.6599998474121,14003,29.7000007629395,1,0,0,0,1,0,"Male",0,"QC","10",2,1,"No","No",0,0,41530,2.47519874572754,102795,12.2184934616089,2.29999995231628,3.78418326377869,95.8265609741211,0.335057884454727,0.054200541228056,99.6353759765625,0.364621818065643,98.786979675293,1.21301770210266,9.60000038146973,4.53815841674805,14.6116056442261,10.807918548584,4.66462373733521,0.768519878387451,0.116737194359303,22948,29607,56240,64635,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1347637176514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,88,0,0,"Marc Lemay ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",140,166,0,0,0,0.800290788199965,0.800290788199965,1
"234",2008,"QC","Brossard--La Prairie","Marcel  Lussier",2,0,84,8335,57679.21,57984.9609375,92860.37,0,0,0,0,0,19200,32.5999984741211,37.1699981689453,NA,NA,0,0,0,0,1,0,"Male",0,"QC","10",2,1,"No","No",0,0,179,636.787719726562,113985,11.0891780853271,2.59999990463257,19.0257682800293,71.3731002807617,7.57589149475098,2.02523827552795,94.8202056884766,5.1797924041748,76.4283142089844,23.5716819763184,5.69999980926514,6.3210072517395,6.36925888061523,11.0716323852539,12.1682682037354,3.29429316520691,0.579023540019989,29199,39477,74914,91970,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2864227294922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,240,0,0,"Marcel  Lussier",240,167,0,0,0,0.621139136102947,0.621139136102947,1
"235",2008,"QC","Hull--Aylmer","Marcel  Proulx",142,0,80,53720,30900,79068.5703125,89491.9,0,0,0,0,0,19747,37.5,32.6699981689453,NA,NA,1,1,0,0,0,0,"Male",0,"QC","10",9,3,"No","No",0,0,132,840.166687011719,110902,10.1621255874634,2.29999995231628,19.5654163360596,76.6319732666016,3.15895199775696,0.643659293651581,95.8232498168945,4.17674732208252,87.5481719970703,12.4518260955811,5.90000009536743,4.54455280303955,7.64188194274902,10.5092782974243,11.5913152694702,5.15770673751831,0.937764883041382,30909,37848,72556,83062,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3836364746094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,174,0,0,"Marcel  Proulx",174,168,0,0,0,0.345282645691956,0.345282645691956,0.690565291383913
"236",2008,"ON","Beaches--East York","Maria  Minna",158,1,2,400,86054.29,76404.3515625,82178.62,0,1,1,1,1,18928,40.9000015258789,40.3899993896484,NA,NA,1,1,0,0,0,0,"Female",1,"ON","8",15,5,"Yes","No",1,0,17,6166.529296875,104831,10.9748067855835,2.29999995231628,95.2426681518555,1.57135987281799,0.523786664009094,2.66218161582947,89.3998336791992,10.6001634597778,64.3555679321289,35.6444320678711,6.90000009536743,7.45485591888428,6.53432655334473,13.0448055267334,14.0654954910278,5.13683938980103,0.70589804649353,27779,40942,71038,92186,"06/15/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0443572998047,20,7,0,0,16,201,0,18,185,NA,NA,NA,NA,0,0,0,0,0,1,NA,31,31,0,"Maria  Minna",31,169,0,1,0,1.04716153666246,1.04716153666246,1
"237",2006,"ON","Beaches--East York","Maria Minna ** Liberal/LibÈral",96,1,43,26524,65250,74206.078125,76099.5,0,0,0,0,0,20678,40.3899993896484,47.9300003051758,2778,5.40000009536743,1,1,0,0,0,0,"Female",1,"ON","8",13,4,"Yes","No",1,0,17,6166.529296875,104831,10.9748067855835,2.29999995231628,95.2426681518555,1.57135987281799,0.523786664009094,2.66218161582947,89.3998336791992,10.6001634597778,64.3555679321289,35.6444320678711,6.90000009536743,7.45485591888428,6.53432655334473,13.0448055267334,14.0654954910278,5.13683938980103,0.70589804649353,27779,40942,71038,92186,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.403733253479,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,NA,88,0,0,"Maria Minna ** Liberal/LibÈral",226,169,0,0,0,0.857430075099048,0.857430075099048,1
"238",2008,"QC","Ahuntsic","Maria Mourani",104,1,NA,NA,NA,79462.3984375,82379.42,0,1,1,1,0,18395,39.0999984741211,38.0999984741211,NA,NA,0,0,0,0,1,0,"Female",1,"QC","10",2,1,"No","No",0,0,19,5287.947265625,100471,16.9501647949219,2.09999990463257,12.7438497543335,73.524169921875,10.6453418731689,3.08663988113403,89.3546600341797,10.6453418731689,65.9745483398438,34.0254516601562,9.10000038146973,4.78745126724243,6.81291103363037,10.2467374801636,11.8093776702881,4.40923261642456,0.706671595573425,22783,31297,55727,70326,"04/30/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4367160797119,NA,0,0,1,3,8,0,1,13,NA,NA,NA,NA,0,0,0,0,0,1,NA,102,102,0,"Maria Mourani",102,170,0,1,0,0,0,0
"239",2008,"QC","Argenteuil--Papineau--Mirabel","Mario  Laframboise",42,0,0,0,86536.98,76931.5703125,92687.53,0,0,0,0,0,26546,48.0999984741211,52.1300010681152,NA,NA,1,0,0,0,1,0,"Male",0,"QC","10",8,3,"No","No",0,0,5667,19.6813125610352,111534,12.3908405303955,2.40000009536743,8.70687294006348,90.7543258666992,0.434664487838745,0.104138366878033,99.3026657104492,0.697337448596954,97.0934982299805,2.90650224685669,5.19999980926514,7.62547731399536,13.0498323440552,13.641580581665,4.58156251907349,0.838309407234192,0.130005195736885,24390,30177,57982,65359,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3602428436279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,155,0,0,"Mario  Laframboise",155,171,0,0,0,0.933642098349152,0.933642098349152,1
"240",2008,"ON","Davenport","Mario  Silva",88,0,4,2500,10807.79,47490.94140625,79437.97,0,1,1,1,0,15945,45.7999992370605,51.8699989318848,NA,NA,1,1,0,0,0,0,"Male",0,"ON","8",4,2,"No","No",0,0,13,8047.3076171875,104615,12.0011472702026,2.59999990463257,86.8805923461914,1.2797075510025,1.09689211845398,10.7428073883057,82.5218887329102,17.4781093597412,45.7101898193359,54.2898101806641,7.30000019073486,6.15112543106079,16.2835159301758,13.5974760055542,8.64598751068115,3.22611474990845,0.583090364933014,21014,27624,58619,67596,"12/03/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9575042724609,NA,13,0,0,1,127,0,11,125,NA,NA,NA,NA,0,0,0,0,0,1,NA,61,61,0,"Mario  Silva",61,172,0,1,0,0.136053199748181,0.136053199748181,0.272106399496362
"241",2006,"QC","Argenteuil--Papineau--Mirabel","Mario Laframboise ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",9,0,0,0,49805.36,55659.37890625,84027.38,0,0,0,0,0,27855,52.1300010681152,57.4000015258789,15394,28.7999992370605,1,0,0,0,1,0,"Male",0,"QC","10",6,2,"No","No",0,0,5667,19.6813125610352,111534,12.3908405303955,2.40000009536743,8.70687294006348,90.7543258666992,0.434664487838745,0.104138366878033,99.3026657104492,0.697337448596954,97.0934982299805,2.90650224685669,5.19999980926514,7.62547731399536,13.0498323440552,13.641580581665,4.58156251907349,0.838309407234192,0.130005195736885,24390,30177,57982,65359,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8527584075928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,88,0,0,"Mario Laframboise ** Bloc QuÈbÈcois/Bloc QuÈbÈcois",132,171,0,0,0,0.59272775135914,0.59272775135914,1
"242",2006,"ON","Davenport","Mario Silva ** Liberal/LibÈral",42,0,94,38688,32540.09,67626.84375,73097.62,0,0,0,0,0,20172,51.8699989318848,50.689998626709,7491,19.2999992370605,1,1,0,0,0,0,"Male",0,"ON","8",2,1,"No","No",0,0,13,8047.3076171875,104615,12.0011472702026,2.59999990463257,86.8805923461914,1.2797075510025,1.09689211845398,10.7428073883057,82.5218887329102,17.4781093597412,45.7101898193359,54.2898101806641,7.30000019073486,6.15112543106079,16.2835159301758,13.5974760055542,8.64598751068115,3.22611474990845,0.583090364933014,21014,27624,58619,67596,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6347045898438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,88,0,0,"Mario Silva ** Liberal/LibÈral",107,172,0,0,0,0.445159363601715,0.445159363601715,0.89031872720343
"243",2008,"NS","Sydney--Victoria","Mark  Eyking",37,0,70,21427.84,37461.92,64766.421875,78337.39,0,1,1,1,0,17303,49.4000015258789,49.8800010681152,NA,NA,1,1,0,0,0,0,"Male",0,"NS","6",8,3,"No","No",0,0,5085,15.1034412384033,76801,16.5362434387207,2.40000009536743,98.8505783081055,0.918219029903412,0.039635356515646,0.19157087802887,99.1478958129883,0.85210382938385,98.040901184082,1.9590972661972,17.2999992370605,2.5390293598175,11.4321432113647,11.7316179275513,5.1106104850769,1.09373581409454,0.201820284128189,19877,25545,49880,57777,"10/19/2006",0,0,1350,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9078979492188,NA,2,0,0,6,5,0,0,5,NA,NA,NA,NA,0,0,0,0,0,1,NA,21,21,0,"Mark  Eyking",21,173,0,1,0,0.4782125112925,0.4782125112925,0.956425022585001
"244",2008,"ON","Ajax--Pickering","Mark  Holland",717,0,0,0,47224.98,53224.98046875,89064.88,0,0,0,0,0,21607,44.2999992370605,49.3800010681152,NA,NA,1,1,0,0,0,0,"Male",0,"ON","8",4,2,"No","No",0,0,286,409.730773925781,117183,7.62482595443726,3.20000004768372,97.3964157104492,1.41974782943726,0.39890193939209,0.7849360704422,94.047004699707,5.95299386978149,68.5535659790039,31.4464321136475,6.59999990463257,5.08179521560669,5.16713190078735,14.3493509292603,8.63606452941895,1.79206883907318,0.170673221349716,32718,40603,89753,100780,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7449150085449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,148,0,0,"Mark  Holland",148,174,0,0,0,0.530231220207112,0.530231220207112,1
"245",2006,"ON","Ajax--Pickering","Mark Holland ** Liberal/LibÈral",106,0,0,0,39560.29,44560.9609375,77681.86,0,1,1,1,0,25636,49.3800010681152,49.7700004577637,8644,16.6000003814697,1,1,0,0,0,0,"Male",0,"ON","8",2,1,"No","No",0,0,286,409.730773925781,117183,7.62482595443726,3.20000004768372,97.3964157104492,1.41974782943726,0.39890193939209,0.7849360704422,94.047004699707,5.95299386978149,68.5535659790039,31.4464321136475,6.59999990463257,5.08179521560669,5.16713190078735,14.3493509292603,8.63606452941895,1.79206883907318,0.170673221349716,32718,40603,89753,100780,"02/01/2005",1800,3,9412,13,0,0,3280,6,0,0,0,0,0,0,0,0,26.9285125732422,NA,16,0,12,30,1,0,0,15,0,0,22940,29,1,0,1,0,1,1,NA,19,19,0,"Mark Holland ** Liberal/LibÈral",19,174,0,1,1,0.509260334394671,0.509260334394671,1
"246",2006,"BC","Langley","Mark Warawa ** Conservative/Conservateur",348,0,350,41125.98,25500,51045.03125,81202.05,0,1,1,1,0,28577,52.5699996948242,47.7000007629395,16024,34.0999984741211,1,0,1,0,0,0,"Male",0,"BC","2",2,1,"No","No",0,0,327,360.422027587891,117858,12.4853639602661,2.59999990463257,97.9468765258789,1.03511703014374,0.235253855586052,0.782753765583038,95.2523498535156,4.74764776229858,82.6396408081055,17.3603630065918,3.79999995231628,7.79751920700073,5.82904863357544,15.8538236618042,5.95207786560059,1.55695831775665,0.292725145816803,28618,37271,76437,88900,"05/17/2005",0,0,0,0,0,0,400,1,0,0,0,0,0,0,0,0,19.5214004516602,NA,76,2,5,49,67,0,9,32,200,2,1333.31994628906,7,0,0,0,0,1,1,NA,35,35,0,"Mark Warawa ** Conservative/Conservateur",35,175,0,1,0,0.314031480732321,0.314031480732321,0.628062961464643
"247",2008,"QC","Notre Dame de Grace","Marlene  Jennings",442,0,NA,NA,NA,NA,NA,0,0,1,1,0,19554,44.5999984741211,43.8499984741211,NA,NA,1,1,0,0,0,0,"Female",1,"QC","10",15,5,"No","No",0,0,49,2137.04077148438,104715,13.8662080764771,2.20000004768372,47.7112770080566,42.2989158630371,8.02388191223145,1.96592402458191,88.2390060424805,11.7609939575195,69.7294921875,30.2705116271973,8.19999980926514,5.27622604370117,6.51291608810425,11.6984195709229,11.4692258834839,4.38332605361938,1.07911956310272,23786,33697,56220,73869,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.333179473877,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,182,182,1,"Marlene  Jennings",182,176,0,0,0,NA,NA,NA
"248",2008,"QC","Saint-LÈonard--Saint-Michel","Massimo  Pacetti",18,0,0,0,62500,58674.1015625,81850.73,0,0,0,0,0,21652,57.2000007629395,57.1699981689453,NA,22,1,1,0,0,0,0,"Male",0,"QC","10",6,3,"No","No",0,0,21,4989.8095703125,104786,16.8295383453369,2.5,21.0460834503174,61.7600593566895,11.8725175857544,5.32133817672729,87.9222869873047,12.0777111053467,55.5366363525391,44.4633636474609,11.3999996185303,3.91750812530518,12.5493860244751,11.5807456970215,6.23174858093262,1.25493860244751,0.209951713681221,19647,24767,46402,55077,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5175819396973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,184,0,0,"Massimo  Pacetti",184,177,0,0,0,0.763585126241391,0.763585126241391,1
"249",2006,"QC","Saint-LÈonard--Saint-Michel","Massimo Pacetti ** Liberal/LibÈral",89,0,129,59396.47,12800,66670.21875,76715.63,0,0,0,0,0,23705,57.1699981689453,63.9000015258789,15933,NA,1,1,0,0,0,0,"Male",0,"QC","10",4,2,"No","No",0,0,21,4989.8095703125,104786,16.8295383453369,2.5,21.0460834503174,61.7600593566895,11.8725175857544,5.32133817672729,87.9222869873047,12.0777111053467,55.5366363525391,44.4633636474609,11.3999996185303,3.91750812530518,12.5493860244751,11.5807456970215,6.23174858093262,1.25493860244751,0.209951713681221,19647,24767,46402,55077,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7644233703613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,NA,88,0,0,"Massimo Pacetti ** Liberal/LibÈral",224,177,0,0,0,0.166849962647768,0.166849962647768,0.333699925295536
"250",2008,"SK","Saskatoon--Wanuskewin","Maurice  Vellacott",253,0,39,6889.67,64761.2,36224.078125,80395.8,0,0,1,0,1,18275,56.4000015258789,49.3899993896484,NA,32.0999984741211,1,0,1,0,0,0,"Male",0,"SK","11",11,4,"No","No",0,0,10446,6.97558879852295,72867,12.2552051544189,2.5,98.1374664306641,1.64014172554016,0.0347487665712833,0.187643334269524,98.2417144775391,1.75828754901886,94.4809265136719,5.51907205581665,5,8.04891109466553,8.241042137146,13.2501678466797,7.16373682022095,1.48901426792145,0.418570816516876,25358,32888,65763,75173,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7471294403076,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,NA,115,115,0,"Maurice  Vellacott",115,178,0,1,1,0.805529642095731,0.805529642095731,1
"251",2006,"SK","Saskatoon--Wanuskewin","Maurice Vellacott ** Conservative/Conservateur",199,1,85,20933.44,37950,64406.1484375,74330.07,0,0,0,0,0,17753,49.3899993896484,46.6399993896484,9098,25.2999992370605,1,0,1,0,0,0,"Male",0,"SK","11",9,3,"No","No",0,0,10446,6.97558879852295,72867,12.2552051544189,2.5,98.1374664306641,1.64014172554016,0.0347487665712833,0.187643334269524,98.2417144775391,1.75828754901886,94.4809265136719,5.51907205581665,5,8.04891109466553,8.241042137146,13.2501678466797,7.16373682022095,1.48901426792145,0.418570816516876,25358,32888,65763,75173,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3269367218018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,88,0,0,"Maurice Vellacott ** Conservative/Conservateur",134,178,0,0,0,0.510560530886087,0.510560530886087,1
"252",2008,"ON","Ottawa--Vanier","Mauril  BÈlanger",115,0,5,2200,86933.37,79667.5703125,85604.91,0,0,0,0,0,23958,46.2000007629395,42.310001373291,NA,NA,1,1,0,0,0,0,"Male",0,"ON","8",13,5,"No","No",0,0,39,2605.41015625,101611,13.6648588180542,2.09999990463257,63.376163482666,33.0461082458496,2.60519027709961,0.972537159919739,93.7317352294922,6.26826572418213,77.6837158203125,22.3162841796875,7.30000019073486,4.9256477355957,6.90870094299316,11.3816413879395,11.9130802154541,6.03773212432861,1.22526109218597,28650,40316,70727,92457,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.006856918335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,169,0,0,"Mauril  BÈlanger",169,179,0,0,0,1.01551850238497,1.01551850238497,1
"253",2008,"ON","Vaughan","Maurizio  Bevilacqua",530,0,2,2000,36514.02,36207.91015625,103580.87,0,0,0,0,0,27773,49.2000007629395,59.7200012207031,NA,NA,1,1,0,0,0,0,"Male",0,"ON","8",18,6,"No","No",0,0,230,670.460876464844,154206,9.42894554138184,3.5,94.6655349731445,0.5340975522995,0.827199876308441,3.97316479682922,92.4151611328125,7.58483695983887,57.3241500854492,42.6758499145508,4.40000009536743,7.06198215484619,9.09821891784668,13.3911781311035,7.94067668914795,2.04272198677063,0.249666035175323,30053,41754,90694,111473,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4547805786133,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,235,0,0,"Maurizio  Bevilacqua",235,180,0,0,0,0.352517023655044,0.352517023655044,0.705034047310087
"254",2006,"ON","Vaughan","Maurizio Bevilacqua ** Liberal/LibÈral",83,0,28,26870,48934,71828.84375,89700.72,0,0,0,0,0,36968,59.7200012207031,62.9599990844727,20844,33.7000007629395,1,1,0,0,0,0,"Male",0,"ON","8",16,5,"No","No",0,0,230,670.460876464844,154206,9.42894554138184,3.5,94.6655349731445,0.5340975522995,0.827199876308441,3.97316479682922,92.4151611328125,7.58483695983887,57.3241500854492,42.6758499145508,4.40000009536743,7.06198215484619,9.09821891784668,13.3911781311035,7.94067668914795,2.04272198677063,0.249666035175323,30053,41754,90694,111473,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8850612640381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,69,0,0,"Maurizio Bevilacqua ** Liberal/LibÈral",69,180,1,1,1,0.545525164123543,0.545525164123543,1
